Latitude (decimal degrees):	41.897
Longitude (decimal degrees):	12.485
Elevation (m):	27
Radiation database:	PVGIS-SARAH3


Slope: 37 deg. (optimum)
Azimuth: 14 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20050801:0010,0.0,0.0,0.0,21.95,1.38,0.0
20050801:0110,0.0,0.0,0.0,21.58,1.38,0.0
20050801:0210,0.0,0.0,0.0,21.02,1.45,0.0
20050801:0310,0.0,0.0,0.0,20.72,1.38,0.0
20050801:0410,0.0,0.0,0.0,20.27,1.38,0.0
20050801:0510,2.37,11.21,10.87,19.68,1.52,0.0
20050801:0610,76.46,131.03,21.86,22.82,1.24,0.0
20050801:0710,233.58,319.72,33.01,25.41,2.0,0.0
20050801:0810,410.05,537.64,43.97,27.31,1.93,0.0
20050801:0910,561.72,746.48,54.14,28.91,2.07,0.0
20050801:1010,683.01,913.4,62.33,29.86,3.31,0.0
20050801:1110,757.24,1017.73,66.13,29.94,3.93,0.0
20050801:1210,770.02,1042.81,63.52,30.01,3.59,0.0
20050801:1310,736.72,990.85,55.98,30.17,3.72,0.0
20050801:1410,631.11,836.96,46.08,30.01,3.59,0.0
20050801:1510,498.59,658.42,35.22,29.75,2.83,0.0
20050801:1610,314.78,424.14,24.07,29.32,2.76,0.0
20050801:1710,119.56,192.5,13.03,28.29,2.41,0.0
20050801:1810,12.96,29.33,2.39,27.06,1.45,0.0
20050801:1910,0.0,0.0,0.0,26.19,0.83,0.0
20050801:2010,0.0,0.0,0.0,25.55,0.28,0.0
20050801:2110,0.0,0.0,0.0,25.16,0.07,0.0
20050801:2210,0.0,0.0,0.0,24.71,0.34,0.0
20050801:2310,0.0,0.0,0.0,24.23,0.48,0.0
20050802:0010,0.0,0.0,0.0,23.85,0.48,0.0
20050802:0110,0.0,0.0,0.0,22.72,1.03,0.0
20050802:0210,0.0,0.0,0.0,21.71,1.31,0.0
20050802:0310,0.0,0.0,0.0,22.6,0.97,0.0
20050802:0410,0.0,0.0,0.0,21.01,1.45,0.0
20050802:0510,21.36,40.54,10.72,20.7,1.59,0.0
20050802:0610,78.87,131.42,21.71,23.19,1.31,0.0
20050802:0710,224.95,307.14,32.87,26.0,2.21,0.0
20050802:0810,375.17,491.18,43.81,27.81,2.41,0.0
20050802:0910,444.55,583.85,53.96,29.43,2.97,0.0
20050802:1010,647.86,860.7,62.11,30.23,3.72,0.0
20050802:1110,424.04,557.66,65.88,30.44,4.07,0.0
20050802:1210,409.78,537.52,63.29,29.86,4.0,0.0
20050802:1310,244.91,325.47,55.78,29.28,3.52,0.0
20050802:1410,208.22,278.92,45.9,28.66,2.83,0.0
20050802:1510,189.87,255.49,35.05,28.65,3.1,0.0
20050802:1610,167.64,228.57,23.9,28.35,3.24,0.0
20050802:1710,69.97,107.69,12.85,27.68,3.1,0.0
20050802:1810,6.99,19.84,2.21,26.41,2.07,0.0
20050802:1910,0.0,0.0,0.0,25.42,2.28,0.0
20050802:2010,0.0,0.0,0.0,24.68,0.97,0.0
20050802:2110,0.0,0.0,0.0,24.18,0.9,0.0
20050802:2210,0.0,0.0,0.0,23.62,0.48,0.0
20050802:2310,0.0,0.0,0.0,23.14,0.76,0.0
20050803:0010,0.0,0.0,0.0,22.86,0.9,0.0
20050803:0110,0.0,0.0,0.0,22.83,0.69,0.0
20050803:0210,0.0,0.0,0.0,23.02,0.62,0.0
20050803:0310,0.0,0.0,0.0,22.43,1.93,0.0
20050803:0410,0.0,0.0,0.0,21.71,1.66,0.0
20050803:0510,1.5,9.49,10.56,21.89,2.07,0.0
20050803:0610,32.75,56.09,21.57,22.5,2.76,0.0
20050803:0710,241.86,325.5,32.72,21.7,2.97,0.0
20050803:0810,372.39,471.34,43.65,22.82,4.0,0.0
20050803:0910,556.95,702.76,53.78,24.39,5.17,0.0
20050803:1010,158.5,212.42,61.88,25.15,5.03,0.0
20050803:1110,691.65,894.17,65.62,25.47,4.69,0.0
20050803:1210,787.48,1020.42,63.04,25.94,5.66,0.0
20050803:1310,748.02,959.39,55.57,25.76,6.21,0.0
20050803:1410,285.63,365.89,45.71,24.72,5.45,0.0
20050803:1510,456.66,578.23,34.87,23.86,4.21,0.0
20050803:1610,226.13,296.39,23.73,23.47,3.45,0.0
20050803:1710,114.56,178.01,12.67,22.84,2.69,0.0
20050803:1810,12.74,28.46,2.02,22.14,2.14,0.0
20050803:1910,0.0,0.0,0.0,22.25,1.86,0.0
20050803:2010,0.0,0.0,0.0,21.77,1.72,0.0
20050803:2110,0.0,0.0,0.0,21.24,1.59,0.0
20050803:2210,0.0,0.0,0.0,20.57,1.52,0.0
20050803:2310,0.0,0.0,0.0,20.05,1.59,0.0
20050804:0010,0.0,0.0,0.0,19.84,1.52,0.0
20050804:0110,0.0,0.0,0.0,19.6,1.59,0.0
20050804:0210,0.0,0.0,0.0,19.79,2.21,0.0
20050804:0310,0.0,0.0,0.0,19.61,2.21,0.0
20050804:0410,0.0,0.0,0.0,19.64,2.07,0.0
20050804:0510,19.59,37.95,10.41,19.94,2.83,0.0
20050804:0610,68.65,123.8,21.42,21.08,4.14,0.0
20050804:0710,239.11,320.55,32.57,22.46,4.69,0.0
20050804:0810,421.25,531.3,43.49,24.14,5.59,0.0
20050804:0910,562.03,711.54,53.6,25.74,5.79,0.0
20050804:1010,687.1,886.79,61.66,27.39,5.59,0.0
20050804:1110,766.22,1008.84,65.36,28.47,5.1,0.0
20050804:1210,785.53,1045.39,62.79,29.49,4.9,0.0
20050804:1310,738.21,976.86,55.35,30.03,5.1,0.0
20050804:1410,659.57,863.1,45.52,29.98,5.24,0.0
20050804:1510,516.46,669.5,34.69,29.55,5.24,0.0
20050804:1610,328.66,437.61,23.55,29.04,5.38,0.0
20050804:1710,121.16,198.97,12.49,27.92,5.03,0.0
20050804:1810,11.31,26.74,1.82,26.62,5.17,0.0
20050804:1910,0.0,0.0,0.0,25.82,5.17,0.0
20050804:2010,0.0,0.0,0.0,24.88,4.69,0.0
20050804:2110,0.0,0.0,0.0,23.95,4.48,0.0
20050804:2210,0.0,0.0,0.0,22.99,4.34,0.0
20050804:2310,0.0,0.0,0.0,22.17,4.48,0.0
20050805:0010,0.0,0.0,0.0,21.41,4.41,0.0
20050805:0110,0.0,0.0,0.0,20.7,4.34,0.0
20050805:0210,0.0,0.0,0.0,20.0,4.14,0.0
20050805:0310,0.0,0.0,0.0,19.42,4.0,0.0
20050805:0410,0.0,0.0,0.0,18.9,4.0,0.0
20050805:0510,17.85,35.36,10.25,18.79,4.0,0.0
20050805:0610,68.81,125.16,21.27,19.97,4.07,0.0
20050805:0710,247.01,331.09,32.42,22.35,4.34,0.0
20050805:0810,432.64,549.2,43.33,24.05,4.21,0.0
20050805:0910,593.44,760.49,53.41,25.44,4.07,0.0
20050805:1010,711.74,931.34,61.43,26.64,4.0,0.0
20050805:1110,778.3,1037.08,65.1,27.94,4.0,0.0
20050805:1210,792.18,1057.24,62.54,28.81,4.48,0.0
20050805:1310,757.74,998.47,55.13,29.04,5.31,0.0
20050805:1410,682.32,883.79,45.32,28.3,5.79,0.0
20050805:1510,524.59,674.06,34.5,28.37,5.93,0.0
20050805:1610,344.94,456.35,23.37,27.98,5.66,0.0
20050805:1710,124.48,202.77,12.3,27.26,5.24,0.0
20050805:1810,10.23,25.01,1.62,26.02,4.34,0.0
20050805:1910,0.0,0.0,0.0,24.53,3.79,0.0
20050805:2010,0.0,0.0,0.0,23.31,3.45,0.0
20050805:2110,0.0,0.0,0.0,22.18,3.1,0.0
20050805:2210,0.0,0.0,0.0,21.21,3.03,0.0
20050805:2310,0.0,0.0,0.0,20.39,2.97,0.0
20050806:0010,0.0,0.0,0.0,19.67,3.03,0.0
20050806:0110,0.0,0.0,0.0,19.09,3.24,0.0
20050806:0210,0.0,0.0,0.0,18.58,3.38,0.0
20050806:0310,0.0,0.0,0.0,18.12,3.38,0.0
20050806:0410,0.0,0.0,0.0,17.72,3.24,0.0
20050806:0510,16.7,33.64,10.09,17.72,3.1,0.0
20050806:0610,68.62,124.26,21.11,19.46,2.97,0.0
20050806:0710,245.46,329.33,32.26,21.43,2.76,0.0
20050806:0810,431.25,551.39,43.17,23.63,2.76,0.0
20050806:0910,587.03,763.58,53.22,25.68,2.62,0.0
20050806:1010,692.37,926.84,61.2,27.41,2.41,0.0
20050806:1110,757.04,1032.48,64.83,28.78,2.55,0.0
20050806:1210,773.21,1052.47,62.28,29.64,3.17,0.0
20050806:1310,740.17,988.62,54.9,29.96,4.28,0.0
20050806:1410,662.27,863.93,45.11,29.4,5.38,0.0
20050806:1510,536.25,690.11,34.31,28.46,5.79,0.0
20050806:1610,354.95,469.06,23.18,27.51,5.52,0.0
20050806:1710,122.46,198.99,12.11,26.5,4.41,0.0
20050806:1810,9.71,24.15,1.42,25.36,2.76,0.0
20050806:1910,0.0,0.0,0.0,24.27,1.31,0.0
20050806:2010,0.0,0.0,0.0,23.41,1.24,0.0
20050806:2110,0.0,0.0,0.0,22.45,1.66,0.0
20050806:2210,0.0,0.0,0.0,21.54,1.52,0.0
20050806:2310,0.0,0.0,0.0,21.23,1.03,0.0
20050807:0010,0.0,0.0,0.0,21.75,0.34,0.0
20050807:0110,0.0,0.0,0.0,21.36,0.62,0.0
20050807:0210,0.0,0.0,0.0,20.07,1.1,0.0
20050807:0310,0.0,0.0,0.0,19.22,1.31,0.0
20050807:0410,0.0,0.0,0.0,18.43,1.52,0.0
20050807:0510,17.87,35.36,9.93,18.3,1.59,0.0
20050807:0610,70.27,123.68,20.96,21.11,1.24,0.0
20050807:0710,232.78,314.17,32.11,23.61,3.38,0.0
20050807:0810,377.39,481.94,43.0,25.12,4.34,0.0
20050807:0910,267.01,346.09,53.03,26.21,5.17,0.0
20050807:1010,472.66,604.85,60.96,26.87,5.59,0.0
20050807:1110,584.99,752.16,64.55,27.26,5.86,0.0
20050807:1210,613.83,790.2,62.01,27.09,5.79,0.0
20050807:1310,272.78,353.0,54.67,26.06,5.38,0.0
20050807:1410,633.03,808.92,44.9,25.62,5.17,0.0
20050807:1510,501.48,637.84,34.11,25.36,4.83,0.0
20050807:1610,184.13,244.9,22.98,24.88,4.48,0.0
20050807:1710,99.98,153.46,11.91,24.32,4.14,0.0
20050807:1810,9.81,24.15,1.21,23.66,3.52,0.0
20050807:1910,0.0,0.0,0.0,23.56,3.03,0.0
20050807:2010,0.0,0.0,0.0,23.0,2.41,0.0
20050807:2110,0.0,0.0,0.0,22.47,1.79,0.0
20050807:2210,0.0,0.0,0.0,22.04,1.59,0.0
20050807:2310,0.0,0.0,0.0,21.67,1.66,0.0
20050808:0010,0.0,0.0,0.0,21.18,1.93,0.0
20050808:0110,0.0,0.0,0.0,20.75,2.14,0.0
20050808:0210,0.0,0.0,0.0,20.43,2.34,0.0
20050808:0310,0.0,0.0,0.0,20.17,2.48,0.0
20050808:0410,0.0,0.0,0.0,19.74,2.55,0.0
20050808:0510,17.14,34.5,9.77,19.62,2.21,0.0
20050808:0610,70.31,123.28,20.81,21.04,2.0,0.0
20050808:0710,232.31,314.75,31.95,23.06,1.79,0.0
20050808:0810,404.62,528.31,42.83,24.49,0.9,0.0
20050808:0910,551.28,731.84,52.83,25.37,0.83,0.0
20050808:1010,303.9,398.24,60.72,26.32,1.86,0.0
20050808:1110,655.67,868.91,64.27,27.04,2.9,0.0
20050808:1210,421.89,547.11,61.74,27.01,3.52,0.0
20050808:1310,400.77,517.78,54.43,26.68,3.66,0.0
20050808:1410,625.95,812.0,44.69,26.23,3.72,0.0
20050808:1510,399.14,512.5,33.91,26.1,3.72,0.0
20050808:1610,329.63,434.83,22.78,25.79,3.79,0.0
20050808:1710,101.84,157.57,11.7,24.73,3.59,0.0
20050808:1810,8.7,22.43,0.99,23.89,2.76,0.0
20050808:1910,0.0,0.0,0.0,23.69,1.86,0.0
20050808:2010,0.0,0.0,0.0,23.19,1.24,0.0
20050808:2110,0.0,0.0,0.0,22.54,1.38,0.0
20050808:2210,0.0,0.0,0.0,21.84,1.66,0.0
20050808:2310,0.0,0.0,0.0,21.41,1.86,0.0
20050809:0010,0.0,0.0,0.0,21.02,1.86,0.0
20050809:0110,0.0,0.0,0.0,20.33,1.72,0.0
20050809:0210,0.0,0.0,0.0,19.71,1.59,0.0
20050809:0310,0.0,0.0,0.0,19.3,1.59,0.0
20050809:0410,0.0,0.0,0.0,18.85,1.59,0.0
20050809:0510,16.6,33.64,9.61,18.68,1.52,0.0
20050809:0610,70.17,123.94,20.65,21.02,1.45,0.0
20050809:0710,239.2,324.33,31.8,22.78,1.79,0.0
20050809:0810,60.25,91.96,42.66,24.3,1.52,0.0
20050809:0910,565.38,755.79,52.63,25.44,0.62,0.0
20050809:1010,679.13,911.21,60.47,26.54,1.86,0.0
20050809:1110,726.39,973.91,63.99,27.18,2.76,0.0
20050809:1210,689.99,983.97,61.46,27.44,0.0,0.0
20050809:1310,689.96,982.14,54.18,27.47,0.0,0.0
20050809:1410,663.31,867.44,44.47,27.32,3.86,0.0
20050809:1510,518.92,670.66,33.7,26.85,3.72,0.0
20050809:1610,332.44,440.14,22.57,26.39,3.66,0.0
20050809:1710,117.98,191.05,11.49,25.44,3.59,0.0
20050809:1810,7.61,20.7,0.77,24.24,2.55,0.0
20050809:1910,0.0,0.0,0.0,23.3,1.59,0.0
20050809:2010,0.0,0.0,0.0,22.66,0.97,0.0
20050809:2110,0.0,0.0,0.0,21.65,1.38,0.0
20050809:2210,0.0,0.0,0.0,20.74,1.59,0.0
20050809:2310,0.0,0.0,0.0,19.93,1.52,0.0
20050810:0010,0.0,0.0,0.0,19.3,1.66,0.0
20050810:0110,0.0,0.0,0.0,18.86,1.72,0.0
20050810:0210,0.0,0.0,0.0,18.5,1.93,0.0
20050810:0310,0.0,0.0,0.0,18.33,2.07,0.0
20050810:0410,0.0,0.0,0.0,18.2,2.21,0.0
20050810:0510,15.4,31.91,9.44,18.54,2.28,0.0
20050810:0610,76.53,125.32,20.49,21.21,2.28,0.0
20050810:0710,168.62,226.0,31.64,23.91,3.72,0.0
20050810:0810,334.29,429.22,42.49,25.29,3.93,0.0
20050810:0910,574.24,735.67,52.43,26.27,4.34,0.0
20050810:1010,634.2,822.34,60.23,27.21,4.55,0.0
20050810:1110,719.03,941.88,63.7,28.03,4.97,0.0
20050810:1210,737.05,963.38,61.18,28.29,5.66,0.0
20050810:1310,679.85,883.07,53.93,28.24,5.66,0.0
20050810:1410,619.02,800.55,44.24,28.14,5.17,0.0
20050810:1510,171.37,230.51,33.49,27.7,4.83,0.0
20050810:1610,193.89,259.95,22.36,27.06,4.28,0.0
20050810:1710,96.23,150.59,11.28,26.26,3.72,0.0
20050810:1810,7.04,19.84,0.55,25.26,2.83,0.0
20050810:1910,0.0,0.0,0.0,24.61,2.34,0.0
20050810:2010,0.0,0.0,0.0,23.83,2.21,0.0
20050810:2110,0.0,0.0,0.0,23.18,2.28,0.0
20050810:2210,0.0,0.0,0.0,22.7,2.48,0.0
20050810:2310,0.0,0.0,0.0,22.22,1.59,0.0
20050811:0010,0.0,0.0,0.0,21.83,2.0,0.0
20050811:0110,0.0,0.0,0.0,21.5,2.55,0.0
20050811:0210,0.0,0.0,0.0,21.25,2.83,0.0
20050811:0310,0.0,0.0,0.0,20.98,2.62,0.0
20050811:0410,0.0,0.0,0.0,20.72,2.55,0.0
20050811:0510,7.22,19.84,9.28,21.06,2.48,0.0
20050811:0610,23.12,43.22,20.34,22.44,1.93,0.0
20050811:0710,86.39,124.85,31.48,25.42,3.38,0.0
20050811:0810,57.48,89.2,42.32,27.0,4.48,0.0
20050811:0910,90.86,131.5,52.23,27.86,4.69,0.0
20050811:1010,59.76,92.88,59.98,28.75,3.24,0.0
20050811:1110,68.28,103.91,63.41,29.39,4.48,0.0
20050811:1210,62.63,96.56,60.89,29.18,5.31,0.0
20050811:1310,40.55,68.05,53.68,29.45,4.76,0.0
20050811:1410,269.9,355.54,44.01,29.15,3.86,0.0
20050811:1510,171.74,232.86,33.27,28.73,3.24,0.0
20050811:1610,129.31,180.19,22.15,28.19,3.45,0.0
20050811:1710,73.2,114.47,11.06,27.04,3.31,0.0
20050811:1810,5.48,17.25,0.32,26.25,3.17,0.0
20050811:1910,0.0,0.0,0.0,25.18,2.76,0.0
20050811:2010,0.0,0.0,0.0,24.86,2.55,0.0
20050811:2110,0.0,0.0,0.0,24.16,1.79,0.0
20050811:2210,0.0,0.0,0.0,23.32,1.52,0.0
20050811:2310,0.0,0.0,0.0,23.0,1.93,0.0
20050812:0010,0.0,0.0,0.0,22.46,1.52,0.0
20050812:0110,0.0,0.0,0.0,22.22,0.97,0.0
20050812:0210,0.0,0.0,0.0,21.7,2.14,0.0
20050812:0310,0.0,0.0,0.0,21.27,2.21,0.0
20050812:0410,0.0,0.0,0.0,20.97,2.62,0.0
20050812:0510,7.72,20.7,9.11,21.84,3.03,0.0
20050812:0610,78.83,121.28,20.18,24.12,3.31,0.0
20050812:0710,216.18,293.28,31.32,26.53,4.0,0.0
20050812:0810,401.75,516.84,42.14,27.46,4.76,0.0
20050812:0910,407.15,525.25,52.02,27.95,4.62,0.0
20050812:1010,495.46,637.99,59.72,27.12,4.62,0.0
20050812:1110,732.82,954.51,63.11,26.62,4.9,0.0
20050812:1210,771.56,1013.03,60.6,25.46,4.0,0.0
20050812:1310,650.3,843.83,53.42,25.41,3.79,0.0
20050812:1410,617.77,798.43,43.78,25.72,3.72,0.0
20050812:1510,504.55,648.54,33.05,25.72,3.52,0.0
20050812:1610,318.34,421.42,21.93,25.33,2.76,0.0
20050812:1710,109.4,177.22,10.83,24.82,2.0,0.0
20050812:1810,5.06,16.39,0.08,24.09,1.86,0.0
20050812:1910,0.0,0.0,0.0,23.56,1.45,0.0
20050812:2010,0.0,0.0,0.0,22.86,1.31,0.0
20050812:2110,0.0,0.0,0.0,22.06,1.24,0.0
20050812:2210,0.0,0.0,0.0,21.39,1.17,0.0
20050812:2310,0.0,0.0,0.0,21.39,0.9,0.0
20050813:0010,0.0,0.0,0.0,21.04,0.9,0.0
20050813:0110,0.0,0.0,0.0,20.57,0.9,0.0
20050813:0210,0.0,0.0,0.0,20.12,0.97,0.0
20050813:0310,0.0,0.0,0.0,19.54,1.1,0.0
20050813:0410,0.0,0.0,0.0,19.41,1.1,0.0
20050813:0510,12.91,28.46,8.95,19.7,0.97,0.0
20050813:0610,71.72,122.14,20.02,21.6,0.48,0.0
20050813:0710,220.53,300.16,31.15,23.05,0.21,0.0
20050813:0810,400.12,522.73,41.96,24.24,0.69,0.0
20050813:0910,545.9,717.63,51.81,25.59,1.45,0.0
20050813:1010,661.79,875.1,59.47,26.42,2.55,0.0
20050813:1110,649.62,851.67,62.81,26.58,3.52,0.0
20050813:1210,741.02,977.9,60.31,26.99,4.0,0.0
20050813:1310,720.59,945.34,53.15,27.21,4.28,0.0
20050813:1410,643.79,833.09,43.53,26.81,4.41,0.0
20050813:1510,496.94,636.65,32.82,26.28,4.34,0.0
20050813:1610,319.39,420.97,21.7,25.59,3.93,0.0
20050813:1710,111.3,181.75,10.6,24.89,3.17,0.0
20050813:1810,0.0,0.0,-0.16,23.97,2.21,0.0
20050813:1910,0.0,0.0,0.0,23.55,1.66,0.0
20050813:2010,0.0,0.0,0.0,22.97,1.17,0.0
20050813:2110,0.0,0.0,0.0,22.22,1.31,0.0
20050813:2210,0.0,0.0,0.0,21.62,1.59,0.0
20050813:2310,0.0,0.0,0.0,20.95,1.59,0.0
20050814:0010,0.0,0.0,0.0,20.41,1.66,0.0
20050814:0110,0.0,0.0,0.0,19.91,1.66,0.0
20050814:0210,0.0,0.0,0.0,19.47,1.66,0.0
20050814:0310,0.0,0.0,0.0,19.11,1.66,0.0
20050814:0410,0.0,0.0,0.0,18.86,1.79,0.0
20050814:0510,12.39,27.6,8.78,18.89,1.72,0.0
20050814:0610,66.3,119.09,19.86,21.12,1.45,0.0
20050814:0710,232.99,314.99,30.99,22.7,1.72,0.0
20050814:0810,415.54,538.94,41.78,24.28,1.38,0.0
20050814:0910,568.58,749.51,51.6,25.64,1.45,0.0
20050814:1010,686.39,920.47,59.2,26.73,2.0,0.0
20050814:1110,740.96,996.37,62.51,27.46,2.76,0.0
20050814:1210,719.96,957.24,60.01,27.78,3.59,0.0
20050814:1310,722.94,948.37,52.88,27.35,4.41,0.0
20050814:1410,562.66,723.5,43.29,26.87,4.69,0.0
20050814:1510,511.75,655.79,32.59,26.29,4.41,0.0
20050814:1610,322.82,425.55,21.47,25.65,4.0,0.0
20050814:1710,114.39,188.81,10.37,24.74,3.52,0.0
20050814:1810,0.0,0.0,-0.4,23.75,2.97,0.0
20050814:1910,0.0,0.0,0.0,23.14,3.1,0.0
20050814:2010,0.0,0.0,0.0,22.75,2.97,0.0
20050814:2110,0.0,0.0,0.0,22.34,2.9,0.0
20050814:2210,0.0,0.0,0.0,21.98,2.97,0.0
20050814:2310,0.0,0.0,0.0,21.68,2.83,0.0
20050815:0010,0.0,0.0,0.0,21.39,2.55,0.0
20050815:0110,0.0,0.0,0.0,21.12,2.34,0.0
20050815:0210,0.0,0.0,0.0,20.74,2.21,0.0
20050815:0310,0.0,0.0,0.0,20.41,2.14,0.0
20050815:0410,0.0,0.0,0.0,20.19,2.21,0.0
20050815:0510,11.71,26.74,8.61,20.41,2.62,0.0
20050815:0610,71.58,121.35,19.7,21.62,2.97,0.0
20050815:0710,225.0,301.71,30.82,22.82,2.48,0.0
20050815:0810,331.43,427.18,41.6,23.77,1.93,0.0
20050815:0910,530.06,691.33,51.39,24.62,1.59,0.0
20050815:1010,635.98,846.75,58.94,24.88,1.45,0.0
20050815:1110,658.58,878.23,62.2,26.12,2.14,0.0
20050815:1210,733.21,968.15,59.7,27.32,4.07,0.0
20050815:1310,248.93,324.34,52.6,26.44,5.24,0.0
20050815:1410,659.12,851.19,43.04,25.74,4.21,0.0
20050815:1510,516.84,662.54,32.35,26.02,4.21,0.0
20050815:1610,326.7,429.43,21.24,25.29,4.34,0.0
20050815:1710,116.72,193.82,10.13,24.83,4.0,0.0
20050815:1810,0.0,0.0,-0.65,24.02,3.38,0.0
20050815:1910,0.0,0.0,0.0,23.34,3.1,0.0
20050815:2010,0.0,0.0,0.0,22.7,2.76,0.0
20050815:2110,0.0,0.0,0.0,21.9,2.9,0.0
20050815:2210,0.0,0.0,0.0,21.05,3.1,0.0
20050815:2310,0.0,0.0,0.0,20.21,3.31,0.0
20050816:0010,0.0,0.0,0.0,19.42,3.38,0.0
20050816:0110,0.0,0.0,0.0,18.69,3.31,0.0
20050816:0210,0.0,0.0,0.0,18.04,3.24,0.0
20050816:0310,0.0,0.0,0.0,17.47,3.31,0.0
20050816:0410,0.0,0.0,0.0,16.98,3.31,0.0
20050816:0510,10.78,25.01,8.45,16.76,3.1,0.0
20050816:0610,65.99,119.23,19.53,18.0,2.76,0.0
20050816:0710,246.24,326.52,30.66,19.91,3.31,0.0
20050816:0810,433.67,548.09,41.42,22.09,3.17,0.0
20050816:0910,605.89,779.6,51.17,24.06,2.97,0.0
20050816:1010,703.48,927.04,58.67,25.59,2.9,0.0
20050816:1110,771.61,1031.69,61.89,26.67,3.17,0.0
20050816:1210,787.47,1050.57,59.39,27.3,3.79,0.0
20050816:1310,748.1,983.6,52.32,27.47,4.55,0.0
20050816:1410,677.63,877.25,42.78,27.41,5.17,0.0
20050816:1510,525.99,671.42,32.1,26.88,5.72,0.0
20050816:1610,334.05,438.24,21.0,25.95,5.79,0.0
20050816:1710,114.43,189.73,9.89,25.09,5.1,0.0
20050816:1810,0.0,0.0,-0.9,24.11,4.14,0.0
20050816:1910,0.0,0.0,0.0,23.18,3.52,0.0
20050816:2010,0.0,0.0,0.0,22.51,3.1,0.0
20050816:2110,0.0,0.0,0.0,21.84,2.9,0.0
20050816:2210,0.0,0.0,0.0,21.21,2.69,0.0
20050816:2310,0.0,0.0,0.0,20.55,2.62,0.0
20050817:0010,0.0,0.0,0.0,19.96,2.69,0.0
20050817:0110,0.0,0.0,0.0,19.42,2.9,0.0
20050817:0210,0.0,0.0,0.0,18.86,2.97,0.0
20050817:0310,0.0,0.0,0.0,18.28,3.03,0.0
20050817:0410,0.0,0.0,0.0,17.77,3.03,0.0
20050817:0510,10.16,24.15,8.28,17.53,2.76,0.0
20050817:0610,64.0,118.25,19.37,19.04,2.41,0.0
20050817:0710,240.56,320.86,30.49,21.07,2.97,0.0
20050817:0810,433.26,550.27,41.24,23.22,3.24,0.0
20050817:0910,589.3,762.44,50.95,25.14,2.83,0.0
20050817:1010,686.45,920.58,58.4,26.68,2.0,0.0
20050817:1110,745.87,1026.13,61.58,27.78,1.72,0.0
20050817:1210,775.5,1055.03,59.08,28.52,2.83,0.0
20050817:1310,736.97,982.91,52.04,28.77,3.79,0.0
20050817:1410,662.98,865.89,42.52,28.59,4.69,0.0
20050817:1510,516.87,665.13,31.86,27.89,5.1,0.0
20050817:1610,303.41,401.28,20.76,27.04,4.9,0.0
20050817:1710,110.48,184.41,9.64,26.02,4.21,0.0
20050817:1810,0.0,0.0,-1.16,24.77,3.1,0.0
20050817:1910,0.0,0.0,0.0,24.02,2.62,0.0
20050817:2010,0.0,0.0,0.0,23.32,1.24,0.0
20050817:2110,0.0,0.0,0.0,23.01,0.55,0.0
20050817:2210,0.0,0.0,0.0,21.43,0.97,0.0
20050817:2310,0.0,0.0,0.0,21.18,0.9,0.0
20050818:0010,0.0,0.0,0.0,21.62,0.69,0.0
20050818:0110,0.0,0.0,0.0,21.27,0.48,0.0
20050818:0210,0.0,0.0,0.0,20.83,0.69,0.0
20050818:0310,0.0,0.0,0.0,19.38,1.17,0.0
20050818:0410,0.0,0.0,0.0,18.06,1.52,0.0
20050818:0510,10.15,24.15,8.11,17.58,1.66,0.0
20050818:0610,73.83,119.55,19.21,19.84,0.9,0.0
20050818:0710,160.61,217.01,30.32,23.01,0.97,0.0
20050818:0810,399.44,521.94,41.05,24.88,0.9,0.0
20050818:0910,546.11,730.36,50.73,26.4,0.69,0.0
20050818:1010,650.35,886.61,58.13,27.57,1.1,0.0
20050818:1110,660.15,881.61,61.26,28.24,2.83,0.0
20050818:1210,515.21,670.16,58.76,28.24,4.28,0.0
20050818:1310,549.61,713.02,51.74,27.88,4.41,0.0
20050818:1410,507.68,656.91,42.25,27.42,3.79,0.0
20050818:1510,184.64,245.81,31.6,26.56,4.07,0.0
20050818:1610,110.8,154.88,20.51,25.15,3.79,0.0
20050818:1710,8.46,22.07,9.39,24.25,2.48,0.0
20050818:1810,0.0,0.0,-1.42,23.7,1.24,0.0
20050818:1910,0.0,0.0,0.0,23.77,2.34,0.0
20050818:2010,0.0,0.0,0.0,23.48,2.76,0.0
20050818:2110,0.0,0.0,0.0,23.34,1.93,0.0
20050818:2210,0.0,0.0,0.0,22.54,0.76,0.0
20050818:2310,0.0,0.0,0.0,22.04,0.9,0.0
20050819:0010,0.0,0.0,0.0,21.62,1.03,0.0
20050819:0110,0.0,0.0,0.0,21.04,1.52,0.0
20050819:0210,0.0,0.0,0.0,20.29,1.59,0.0
20050819:0310,0.0,0.0,0.0,20.01,1.93,0.0
20050819:0410,0.0,0.0,0.0,20.16,2.21,0.0
20050819:0510,8.33,21.56,7.94,20.34,2.28,0.0
20050819:0610,71.41,108.97,19.04,21.63,1.79,0.0
20050819:0710,180.6,243.38,30.15,23.79,1.59,0.0
20050819:0810,299.88,389.04,40.86,25.66,2.69,0.0
20050819:0910,549.3,711.95,50.51,26.77,3.17,0.0
20050819:1010,680.78,896.03,57.85,27.64,3.59,0.0
20050819:1110,724.38,960.12,60.94,28.13,3.93,0.0
20050819:1210,754.75,1001.2,58.43,28.25,4.28,0.0
